TELERIDE_NUMBER,STOP_NAME,STATUS,point,City Quadrants,Ward Boundaries 2017,Ward Boundaries,Calgary Communities
5461,WB Morley TR @ 19 ST NW,ACTIVE,POINT (-114.10677964413 51.0751290615037),2,7,7,153
6149,WB 8 AV SE @ 52 ST SE,ACTIVE,POINT (-113.959159068882 51.0452664232258),3,11,12,194
8713,WB 90 AV SE @ 40 ST SE,ACTIVE,POINT (-113.9756373273 50.9723663871741),3,8,10,105
4948,SB Lake Fraser Dr @ N.of Lake Fraser CO SE,ACTIVE,POINT (-114.068585032421 50.944739663986),3,13,6,267
8953,EB Richmond RD @ 50 ST SW,ACTIVE,POINT (-114.159184373172 51.0179495037437),1,14,1,142
4439,SB 3 ST SW @ 60 AV SW,INACTIVE,POINT (-114.069700164332 50.9990919184843),1,11,10,160
5927,NB 48 ST NW @ 23 AV NW,INACTIVE,POINT (-114.159425260452 51.0790476207136),2,7,13,24
2212,WB Legacy CI @ Legacy CM SE,ACTIVE,POINT (-114.012453994594 50.8609447520956),3,13,6,99
9603,NB 24 ST SW @ Bridlecrest DR,ACTIVE,POINT (-114.116868096207 50.9044488938102),1,6,5,138
7216,NB Hawlwood RD @ Hawkfield WY NW,ACTIVE,POINT (-114.188882611668 51.1289518144023),2,10,3,248
5329,WB 11 AV S @ Centre ST,ACTIVE,POINT (-114.064071761989 51.0424643612078),1,5,14,260
5725,Vista Heights Terminal (NB 19 ST NE @ 24 AV NE),ACTIVE,POINT (-114.012885380137 51.0740338272424),4,3,9,141
5627,NB Palliser DR @ Southland DR SW,ACTIVE,POINT (-114.103214120409 50.9621011704882),1,5,8,127
9914,WB 68 AV SE @ 57 ST SE,ACTIVE,POINT (-113.947668317403 50.9942664795764),3,11,10,14
4718,EB Tuscany Estates DR @ Tuscany Glen PA NW,ACTIVE,POINT (-114.248300956372 51.1143467899563),2,9,13,158
6823,WB 1 Street SW CTrain Station,ACTIVE,POINT (-114.064382535593 51.0465738485273),1,7,7,262
7224,WB Hawkstone DR @ Hawkmount GR NW,ACTIVE,POINT (-114.179151822952 51.1352204319604),2,10,3,248
9975,EB 9 AV SW @ 16 ST SW,INACTIVE,POINT (-114.097785378588 51.0452320021522),1,2,14,136
6253,Whitehorn LRT Station,INACTIVE,POINT (-113.982543559806 51.0869892551555),4,3,9,71
6808,SB Whitehorn CTrain Station,ACTIVE,POINT (-113.981828316158 51.0870067563905),4,3,9,71
8438,WB Citadel DR @ Citadel MR NW,ACTIVE,POINT (-114.178261574367 51.1418459502809),2,10,3,247
4307,WB Falconridge DR @ Falsbridge DR NE,ACTIVE,POINT (-113.956003353548 51.0996582550954),4,1,9,56
9217,EB Shawnessy BV @ James McKevitt RD SW,ACTIVE,POINT (-114.099366364916 50.913915825065),1,6,5,115
5505,SB 14 ST NW @ 20 AV NW,ACTIVE,POINT (-114.094984212566 51.0699161352461),2,7,7,63
6121,Heritage LRT Station,ACTIVE,POINT (-114.074597658482 50.979345815233),1,5,8,195
8040,SB 2 AV NW @ 6 ST NW,ACTIVE,POINT (-114.078256419121 51.058066430081),2,7,7,62
4606,SB Lakeview DR @ La Salle CR SW,ACTIVE,POINT (-114.136897707563 51.0056489003262),1,5,8,129
6178,WB Memorial DR @ Madigan DR NE,ACTIVE,POINT (-113.942512624637 51.0525405427527),4,3,12,33
9025,WB 21 AV NW @ 13 ST NW,ACTIVE,POINT (-114.091430101334 51.0714746374341),2,7,7,63
7441,SB Centre ST N @ 16 AV N,ACTIVE,POINT (-114.062645032904 51.0663548931912),2,7,7,266
5697,WB University WY @ Craigie Hall,ACTIVE,POINT (-114.12708802122 51.0761313248263),2,7,13,287
2314,NB 68 ST NE @ Abbotsford Dr,ACTIVE,POINT (-113.934912759146 51.0629978147053),4,3,12,94
4394,NB Ashworth RD @ Addison DR SE,ACTIVE,POINT (-114.053075057853 50.9794565321498),3,5,10,174
3817,SB Crowfoot CTrain Station,ACTIVE,POINT (-114.207092963409 51.1225705658344),2,9,3,148
4347,WB Panatella BV @ Panatella HL NW,ACTIVE,POINT (-114.088257876552 51.1688593602967),2,12,11,235
6642,SB  Douglas Woods DR @ Douglas Woods HL SE,ACTIVE,POINT (-113.990161489019 50.9438495268952),3,13,4,268
9941,NB Ogden RD @ 34 AV SE,ACTIVE,POINT (-114.030727560717 51.0237212639944),3,11,10,98
5665,EB 12 AV SW @ 31 ST SW,INACTIVE,POINT (-114.132113613238 51.0413488158871),1,2,14,198
7915,EB 19 AV SW @ 20 ST SW,INACTIVE,POINT (-114.108263674179 51.0355346608512),1,2,14,181
5894,EB Dover Ridge DR @ 28 ST SE,ACTIVE,POINT (-113.990948496142 51.0186730467103),3,11,10,196
8704,NB Elbow DR @ 75 AV SW,ACTIVE,POINT (-114.083015438127 50.9857585006347),1,5,8,120
4754,SB Millrise DR @ Millview RD SW,ACTIVE,POINT (-114.092528686174 50.9169865176764),1,6,5,156
5840,SB Ogden RD @ 50 AV SE,ACTIVE,POINT (-114.011362431907 51.0083763877305),3,11,10,233
7594,NB Centre ST N @ Harvest Hills BV,ACTIVE,POINT (-114.071319177888 51.1319561068214),4,4,2,273
9892,SB Tuscany Springs BV @  S. of  Tusslewood TC NW,ACTIVE,POINT (-114.250400233866 51.1379438035992),2,9,13,158
6325,WB 6 AV SW @ 3 ST SW,INACTIVE,POINT (-114.07068622327 51.0477575595277),1,7,7,262
2299,WB 17th AV SE @ 84th ST SE,ACTIVE,POINT (-113.909171691854 51.0379892581536),3,11,12,179
9599,SB 31 ST NW @ S. of Brentwood Stn,ACTIVE,POINT (-114.129505693607 51.083964924634),2,9,13,269
5972,WB Bonaventure DR@ W. of Fairmount DR SE,ACTIVE,POINT (-114.066405789516 50.9544714630684),3,5,6,89
9996,NB 52 ST SE @ 86 AV SE,ACTIVE,POINT (-113.958239701538 50.9762571046641),3,8,10,104
5754,SB Crowchild TR @ 33 AV SW,ACTIVE,POINT (-114.118681754749 51.0242068532111),1,2,14,181
3949,EB 9 AV SE @ 9 ST SE,INACTIVE,POINT (-114.038948050978 51.0426485361207),3,11,10,54
2239,NB Legacy Village LI @ Legacy Main ST SE,ACTIVE,POINT (-114.027109222197 50.8620748813359),3,13,6,99
2468,NB Seton WY @ Market ST SE,ACTIVE,POINT (-113.956275431411 50.8799804767539),3,8,4,90
2003,Manchester Bldg B,ACTIVE,POINT (-114.049403404316 51.0280886336815),3,11,10,160
7345,SB 23 ST NE @ 39 AV NE,ACTIVE,POINT (-114.005180879393 51.0878686686462),4,3,9,72
9272,SB Elbow DR @ 75 AV SW,ACTIVE,POINT (-114.083276425265 50.9864369440744),1,5,8,29
3654,SB Sun Valley BV @ Sun Harbour RD SE,ACTIVE,POINT (-114.02454466763 50.9004934353075),3,13,6,52
2255,WB Richardson WY @ Bishop WY SW,ACTIVE,POINT (-114.129540237227 51.0151286819694),1,2,8,199
6600,Edgebrook RI NW Terminal,ACTIVE,POINT (-114.1256970653 51.1324607707297),2,4,2,272
8148,NB 52 ST NE @ 26 AV NE,INACTIVE,POINT (-113.958248669738 51.0767794055598),4,3,9,36
7898,WB Rundlehorn DR @ 48 ST NE,ACTIVE,POINT (-113.964389683797 51.0708765176095),4,3,9,34
7753,WB 42 AV SE @ 11 ST SE,ACTIVE,POINT (-114.037633058897 51.0160800448872),3,11,10,75
2057,WB Nolan Hill GA @ Nolan Hill DR NW,ACTIVE,POINT (-114.163484142806 51.1786224351267),2,10,3,188
9503,WB Hamptons DR @ Hamstead TC NW,ACTIVE,POINT (-114.134509595929 51.1448200021927),2,10,3,286
2387,SB 18 ST NE @ 120 AV NE,ACTIVE,POINT (-114.016819518311 51.1648209176371),4,12,11,163
6193,WB 17 AV SE @ 54 ST SE,ACTIVE,POINT (-113.956312366764 51.0379781951361),3,11,12,30
6246,SB Edgemont BV @ Edgedale DR NW,ACTIVE,POINT (-114.155287309303 51.1183076683386),2,4,2,272
6940,NB Sunlake RD @ E. Leg Sunmeadows CR SE,ACTIVE,POINT (-114.037986924357 50.8936844309584),3,13,6,52
6202,WB Berkley DR @ Berkley RD NW,ACTIVE,POINT (-114.082084011255 51.1265137229482),2,4,2,273
8618,WB 34 AV NW @ 49 ST NW,ACTIVE,POINT (-114.158948852287 51.0830926446008),2,9,13,269
2114,EB Auburn Bay DR @ Auburn Glen DR SE,ACTIVE,POINT (-113.950631841207 50.8986988274398),3,8,4,95
2531,EB Cornerstone AV @ 60 ST NE,ACTIVE,POINT (-113.946340873424 51.1606989582814),4,1,11,11
9303,NB Bannister RD @ 151 AV SE,ACTIVE,POINT (-114.067872218963 50.9176107532797),3,13,6,263
6957,SB @ Access RD Chateau Ests,ACTIVE,POINT (-113.91293636153 51.0629163834608),4,11,12,179
8526,SB Shawville BV @ Shalom WY SE,ACTIVE,POINT (-114.067179657436 50.9073569825494),3,6,5,115
3685,NB Hamptons DR @ Hamptons BV NW,ACTIVE,POINT (-114.151188237115 51.1445000768268),2,10,3,286
2446,SB Aspen Summit DR @ Aspen Summit GA SW,ACTIVE,POINT (-114.203679974304 51.0408663063859),1,14,1,48
7634,EB Sirocco DR @ Signal Hill DR SW,INACTIVE,POINT (-114.170080318269 51.0324437879573),1,14,1,278
7064,EB Capri AV @ Bowlen ST NW,INACTIVE,POINT (-114.120661275732 51.0930028600517),2,4,7,50
6334,WB 6 AV SW @ E. of 1 ST SW,ACTIVE,POINT (-114.064213188953 51.0475815172365),1,7,7,262
5653,WB Bow TR @ 29 ST SW,INACTIVE,POINT (-114.130024623731 51.0416752763118),1,2,14,198
6044,WB Hamptons BV @ Hamptons DR NW,ACTIVE,POINT (-114.152316353267 51.1442928097537),2,10,3,286
4947,SB 52 ST SE @ 17 AV SE,ACTIVE,POINT (-113.958571648406 51.0370296164232),3,11,12,97
9923,SB 24 ST SE @ 18 ST SE,INACTIVE,POINT (-114.001269046238 50.956179974376),3,8,4,268
6046,EB McKinnon DR @ 19 ST NE,ACTIVE,POINT (-114.012717395255 51.0653404001759),4,3,12,140
7703,EB Falshire DR @ Falton DR NE,ACTIVE,POINT (-113.94043894873 51.106681554349),4,1,9,56
7494,EB Century RI @ E. of 19 ST SE,INACTIVE,POINT (-114.008074960604 51.0472639805407),3,3,12,167
8273,WB 17 AV SE @ 49 ST SE,ACTIVE,POINT (-113.963222315767 51.0379062511459),3,11,12,85
8926,SB Dalton DR @ Belle North RD NW,ACTIVE,POINT (-114.150886569352 51.1008766940386),2,4,7,38
7330,SB  Berkely DR @ S. of Beaconsfield CR NW,ACTIVE,POINT (-114.098566140114 51.1269511218391),2,4,2,273
9149,WB Lake Bonavista DR @ Bonaventure DR SE,ACTIVE,POINT (-114.063192609614 50.9417436572407),3,13,6,267
3396,NB Centre ST N @ 28 AV N,ACTIVE,POINT (-114.06241129799 51.0782006572282),4,7,10,69
8763,EB 26 AV SW @ 20 ST SW,ACTIVE,POINT (-114.108886072905 51.0303510555574),1,2,14,207
7148,SB Scenic Acres DR @ Scenic Glen CR NW,ACTIVE,POINT (-114.213266220275 51.1119064742234),2,9,13,148
7370,EB Kensington RD @ 18 ST NW,ACTIVE,POINT (-114.10252876061 51.0524467101403),2,7,7,40
5216,NB Elbow DR @ Elbow Park LN SW,ACTIVE,POINT (-114.077720196637 51.0219385606305),1,5,8,70
8494,NB 36 ST SE @ 46 AV SE,INACTIVE,POINT (-113.976315026082 51.0132217403179),3,11,12,101
9225,EB Midridge DR @ Midcrest CR SE,ACTIVE,POINT (-114.05977391985 50.9194398204486),3,13,6,263
2277,NB Aero DR @ S of Aero GT NE,ACTIVE,POINT (-114.031674254169 51.1184960786455),4,1,11,86
2548,WB 120 AV NE @ 18 ST NE,ACTIVE,POINT (-114.017182115338 51.1618411844472),4,12,11,163
6310,WB 33 AV NW @ Bowwood DR,INACTIVE,POINT (-114.176508496575 51.0824749991524),2,9,13,149
9765,EB Panamount BV @ E. Leg Panamount RD NW,ACTIVE,POINT (-114.088528999446 51.1565190569395),2,12,11,235
4434,SB Manhattan RD @ Manitoba RD SE,ACTIVE,POINT (-114.053495633146 51.0132972441481),3,11,10,160
8758,EB 26 AV SW @ 25 ST SW,ACTIVE,POINT (-114.120336597317 51.0299503976585),1,2,14,181
5317,EB 26 AV SW@ 49 ST SW,ACTIVE,POINT (-114.156921826353 51.0304511316936),1,14,1,298
7629,NB Tararidge DR @ 64 AV NE,ACTIVE,POINT (-113.940575530883 51.1113175778278),4,1,11,26
4181,EB 98 AV SW @ 24 ST SW,ACTIVE,POINT (-114.115574556596 50.9648809136368),1,5,8,66
8582,WB @ Citadel Terminal NW,ACTIVE,POINT (-114.196205722301 51.1442116446516),2,10,3,247
6463,SB Lake Bonavista DR @ Lake Aspen RD SE,ACTIVE,POINT (-114.065610423985 50.9460771158593),3,13,6,267
8153,SB 52 ST NE @ S. of 32 AV NE,ACTIVE,POINT (-113.958568111582 51.0788745746646),4,3,9,34
3374,NB 14 ST @ 36 AV SW,INACTIVE,POINT (-114.094529579119 51.0205401994941),1,5,8,70
2566,SB Grey Eagle Blvd @ Grey Eagle Dr SW,INACTIVE,POINT (-114.142912477186 51.003725644523),,,,
9474,SB 52 ST SE @ Erin Woods DR (N. Leg) SE,ACTIVE,POINT (-113.958575262088 51.023474098527),3,11,12,35
3527,EB Quarry Park BV @ 18 ST SE,INACTIVE,POINT (-114.010578765704 50.9633450539821),3,8,4,268
6727,NB 19 ST NW @ 14 AV NW,ACTIVE,POINT (-114.10612576716 51.0657043028104),2,7,7,152
5912,WB Ranchview DR @ Ranchview DR NW,ACTIVE,POINT (-114.184498901975 51.1206521933986),2,10,3,245
9039,SB Northmount DR @ Coleridge RD NW,ACTIVE,POINT (-114.087748982367 51.087140939559),2,4,7,276
7221,SB Hawkwood DR @ Hawkdale GA NW,ACTIVE,POINT (-114.183697778285 51.1300592367518),2,10,3,248
6008,NB 4 ST SE @ 8 AV SE,INACTIVE,POINT (-114.0530166237 51.045567980077),3,7,7,65
8790,NB Elbow DR @ 89 AV SW,ACTIVE,POINT (-114.08434198754 50.9739183220319),1,5,8,195
5389,SB Bellevue AV @ MacDonald AV SE,ACTIVE,POINT (-114.043346349316 51.040799085581),3,11,10,132
3662,EB Pegasus RD @ Pegasus WY NE (proposed),INACTIVE,POINT (-114.004605063361 51.094411222331),4,1,11,82
6595,SB 16 ST SW @ Greyhound WY,INACTIVE,POINT (-114.099738043511 51.0461799975373),1,2,14,136
2082,WB Sage Hill BV@ Sage Hill PS NW,ACTIVE,POINT (-114.148678209511 51.1702912265127),2,10,3,265
4049,SB Brisebois DR @ Capri AV NW,ACTIVE,POINT (-114.126569000739 51.0953970020574),2,4,7,50
2207,SB Legacy CI SE @ Legacy Village WY,ACTIVE,POINT (-114.017350026522 50.857342475896),3,13,6,99
7272,SB Nose Hill DR @ Crowfoot WY NW,INACTIVE,POINT (-114.198984449824 51.1237814410827),2,10,3,244
9780,EB 3 AV NW @ 34 ST NW,ACTIVE,POINT (-114.136721928035 51.0577694215198),2,7,7,91
7758,EB 34 AV SE @ 8 ST SE,ACTIVE,POINT (-114.042637663771 51.0230341012066),3,11,10,75
6274,WB Canyon Meadows Dr @ Queensland DR SE (W. leg),ACTIVE,POINT (-114.027755694223 50.9319322427934),3,13,6,215
3942,EB 5 AV SE @ Macleod TR,INACTIVE,POINT (-114.05820300075 51.0481633531066),3,7,7,262
6378,NB Barlow TR @ 66 AV SE,ACTIVE,POINT (-113.981688521021 50.9944018475808),3,11,10,159
8185,SB 44 ST SE @ 68 AV SE,ACTIVE,POINT (-113.970211844214 50.9935441221476),3,11,10,159
9427,WB 16 AV NE @ 4 ST NE,ACTIVE,POINT (-114.053806033104 51.0670677303096),4,7,10,88
5107,SB 4 ST NW @ 27 AV NW,ACTIVE,POINT (-114.071762180727 51.0766040982579),2,7,7,17
4907,SB 52 ST SE @ N. of Prestwick GA,ACTIVE,POINT (-113.958426456944 50.9268172360263),3,8,4,46
8180,NB 44 ST SE @ 76 AV SE,ACTIVE,POINT (-113.970046199674 50.9855881336734),3,11,10,159
3896,EB 130 AV SE @ 48 ST SE,ACTIVE,POINT (-113.964176098592 50.9318270988163),3,8,4,46
3495,Alberta Children's Hospital Station (SB),ACTIVE,POINT (-114.144969161365 51.0743858189865),2,7,13,155
8882,EB 106 AV SE @ 50 ST SE,ACTIVE,POINT (-113.960765489582 50.9577245048612),3,8,4,79
9962,EB 5 AV SE @ Macleod TR,INACTIVE,POINT (-114.056652912493 51.0480793198389),3,7,7,262
8440,EB 5 AV SW @ 3 ST SW,ACTIVE,POINT (-114.069170549557 51.0484840958329),1,7,7,262
5929,SB 21 ST SE @ Riverwood CR,INACTIVE,POINT (-114.010402996903 50.9680989490619),3,8,10,19
8807,EB Bowness RD @ 85 ST NW,ACTIVE,POINT (-114.210195943185 51.0914784467929),2,9,13,149
7908,EB Temple DR @ Templewood RD NE,ACTIVE,POINT (-113.953089713604 51.0916126955832),4,3,9,22
8801,WB Bowness RD @ Home RD NW,INACTIVE,POINT (-114.165295507368 51.0755203853183),2,7,13,24
4861,NB 4 ST NW @ 28 AV NW,ACTIVE,POINT (-114.07143138484 51.0782238728492),2,7,7,17
9331,WB Willowpark DR @ Bonaventure DR SE,ACTIVE,POINT (-114.069662019192 50.9579443861533),3,5,6,89
8711,SB Elbow DR @ 80 AV SW,ACTIVE,POINT (-114.083306074492 50.9811243751906),1,5,8,59
3544,EB 112 AV NW @ Country Hills BV,ACTIVE,POINT (-114.212310788112 51.1501429195269),2,9,3,157
8288,NB Deer Ridge DR @ Deermont RD SE,ACTIVE,POINT (-114.015153377829 50.9277875991048),3,13,6,151
7811,NB Laguna WY @ Anaheim CR NE,INACTIVE,POINT (-113.927094333983 51.0857865357153),4,3,9,161
4081,WB 40 AV NW @ 42 ST NW,ACTIVE,POINT (-114.151641098596 51.0883744745412),2,9,13,269
7883,EB Castleridge DR @ 54 ST NE,ACTIVE,POINT (-113.95545195552 51.1080452353863),4,1,9,119
8993,NB 4 ST NE @ Blackthorn RD,ACTIVE,POINT (-114.056799325902 51.109185187042),4,4,2,192
7298,SB Edmonton TR @ 41 AV NE,ACTIVE,POINT (-114.052072329818 51.0891693848051),4,4,2,239
8033,WB 5 AV NW @ 20 ST NW,ACTIVE,POINT (-114.108448042314 51.0573067000316),2,7,7,280
7775,NB Sirocco DR @ Signature PA SW,ACTIVE,POINT (-114.168385343112 51.0363783737646),1,14,1,278
9762,NB Northland DR NW @ N. of 52 AV NW,ACTIVE,POINT (-114.141357349772 51.1015793717496),2,4,7,50
2388,WB 120 AV NE @ 16 ST NE,ACTIVE,POINT (-114.02377512051 51.1618446508846),4,12,11,163
6738,SB Nose Hill DR @ Scenic Acres GA NW,ACTIVE,POINT (-114.209582134148 51.1137613817892),2,9,13,148
4790,NB 8 ST SE @ 11 AV SE,ACTIVE,POINT (-114.041686084752 51.0404332179941),3,11,10,132
8305,EB Canyon Meadows DR @ Deer Ridge DR SE,ACTIVE,POINT (-114.01621192845 50.9321503194163),3,13,6,151
7858,NB 11 ST SE @ Highfield CR,ACTIVE,POINT (-114.037164216444 51.0071091442115),3,11,10,75
6061,WB Lake Bonavista DR @ Acadia DR SE,ACTIVE,POINT (-114.044948487889 50.9422904970996),3,13,6,267
9131,NB Woodpark BV @ Anderson RD SW,ACTIVE,POINT (-114.108782406078 50.9499611719964),1,6,5,216
4213,NB Acadia DR @ Mapleburn DR SE,ACTIVE,POINT (-114.04067768589 50.9552790520982),3,5,6,93
4658,NB Cedarille DR @ Cedarwood HL SW,ACTIVE,POINT (-114.135972602522 50.9561005403219),1,5,8,126
4451,NB Beacon Hill Ctr @ Shoppers Drug Mart,ACTIVE,POINT (-114.159874179357 51.1577149948519),2,10,3,292
9314,EB Fish Creek BV @ Everwillow PA SW,ACTIVE,POINT (-114.10212935414 50.9175132212955),1,6,5,39
4836,NB Falconridge BV @ Martinwood RD NE,ACTIVE,POINT (-113.946591504735 51.1167982225213),4,1,11,26
8229,WB Shannon DR @ Shannon CR SW,ACTIVE,POINT (-114.085038551635 50.9100173716868),1,6,5,115
9608,SB Lynnview RD @ 62 AV SE,ACTIVE,POINT (-114.021096896851 50.997534329261),3,11,10,28
4526,EB 76 AV SE @ 24 ST SE,ACTIVE,POINT (-114.001039096829 50.9849673519646),3,11,10,28
8158,SB 52 ST NE @ S. of 44 AV NE,INACTIVE,POINT (-113.958588453513 51.0883558745173),4,3,9,145
6819,NB SAIT / ACAD / Jubilee CTrain Station,ACTIVE,POINT (-114.09104555211 51.0630629912615),2,7,7,40
7111,WB Varsity Estates DR @ W of Varsity Estates RI NW,ACTIVE,POINT (-114.172216583458 51.097581167943),2,9,13,269
5480,WB John Laurie BV @ Nose Hill DR NW,ACTIVE,POINT (-114.195401398055 51.1282359691662),2,10,3,244
2226,EB Legacy Main ST SE @ Legacy BV SE,ACTIVE,POINT (-114.020601992117 50.8607907076514),3,13,6,99
2373,EB Country Village RD @ Harvest Hills BV NE,ACTIVE,POINT (-114.068716555655 51.1602549770991),4,12,11,264
4054,WB 48 ST NW @ 19 AV NW,ACTIVE,POINT (-114.163176180974 51.0753879831005),2,7,13,24
2553,NB Redstone BV @ Red Embers WY,ACTIVE,POINT (-113.950790089955 51.1670666224772),4,1,11,3
9748,EB Quarry Park BV @ 18 ST SE,INACTIVE,POINT (-114.008035690756 50.9594092956469),3,8,4,268
8605,EB Arbour Crest DR @ Arbour Butte RD NW,ACTIVE,POINT (-114.201468271809 51.139714569958),2,10,3,244
6510,SB Douglasdale BV @ Douglasbank DR SE,ACTIVE,POINT (-114.004774581846 50.9442165600779),3,13,4,268
9050,EB 64 AV NW @ Hunts CR,ACTIVE,POINT (-114.075230611269 51.111464990344),2,4,2,192
4975,WB 72 AV SE @ 48 ST SE,INACTIVE,POINT (-113.966637801894 50.9896013827742),3,11,10,159
5039,EB Parkdale BV @ 27 ST NW,ACTIVE,POINT (-114.12512885252 51.0539137016757),2,7,7,280
7317,NB 16 ST SE @ 3 AV SE,ACTIVE,POINT (-114.014705453226 51.0504236048185),3,3,12,167
5050,EB 7 AV SW @ 6 ST SW,INACTIVE,POINT (-114.076353854399 51.0468112089658),1,2,14,262
5797,NB Crowchild TR @ N. of Flanders AV SW,ACTIVE,POINT (-114.117659735521 51.0190725610167),1,2,8,201
5384,EB 5 AV SW@ 3 ST SW,ACTIVE,POINT (-114.069171116818 51.0484751151822),1,7,7,262
7651,EB 26 AV NE @ East of 68 ST NE,ACTIVE,POINT (-113.934148688858 51.0760863132128),4,3,9,161
9627,NB Saddlefield DR @ 80 AVE NE,INACTIVE,POINT (-113.937016689451 51.1255804061058),4,1,11,2
8262,WB Evanston DR @ Evansfield GA NW,ACTIVE,POINT (-114.115080199874 51.1798655909319),2,10,3,237
2099,SB Shaganappi TR @ Nolan Hill GA NW,ACTIVE,POINT (-114.159970295008 51.1792863720238),2,10,3,188
9484,NB 52 ST NE @ Maryvale DR,ACTIVE,POINT (-113.957245788177 51.0572519954486),4,3,12,33
9821,WB 9 AV SE @ 7 ST SE,ACTIVE,POINT (-114.045293763155 51.0440505744096),3,7,7,65
8283,EB 17 AV SW @ Centre ST SW,ACTIVE,POINT (-114.063029913957 51.0377338261288),3,5,14,297
4826,SB Fairmount DR @ 88 AV SE,ACTIVE,POINT (-114.059440585544 50.9728654395056),3,5,10,174
3810,WB Coventry Hills WY @ Covewood LI NE,ACTIVE,POINT (-114.045916701739 51.1650193548721),4,12,11,251
6774,EB Hawkwood DR @ Hawkwood RD NW,ACTIVE,POINT (-114.186419168156 51.1266798577319),2,10,3,248
4479,NB 25 ST SE @ 14 AV SE,ACTIVE,POINT (-114.000186695416 51.0407956818956),3,11,12,121
6841,NB Edmonton TR @ 32 AV NE,ACTIVE,POINT (-114.05452771745 51.0813248318726),4,7,10,88
5239,EB Northmount DR @ Charleswood DR NW,ACTIVE,POINT (-114.11669387024 51.0890462568426),2,4,7,125
5364,EB 33 AV SW@ 16 ST SW,ACTIVE,POINT (-114.099145311464 51.0239300002373),1,2,14,207
7053,SB Charleswood DR @ Brentwood Mall NW,ACTIVE,POINT (-114.123963268049 51.0844492381577),2,4,7,50
5533,SB Fairmount DR @ 92 AV SE,ACTIVE,POINT (-114.05928538315 50.9702493834941),3,5,10,174
5403,NB University DR @ McMahon Stadium,ACTIVE,POINT (-114.125205726974 51.0710956187729),2,7,13,287
6802,NB Southland CTrain Station,ACTIVE,POINT (-114.076630779063 50.9644516243969),1,5,8,7
4511,NB Ogden RD @ 17A ST SE,ACTIVE,POINT (-114.017323381764 51.0176857649259),3,11,10,98
5648,SB 6 AV SW @ 15 ST SW,INACTIVE,POINT (-114.095722827351 51.0462691014988),1,2,14,136
3444,EB Symons Valley PY@  Nolan Hill RI  NW,ACTIVE,POINT (-114.155212575311 51.1678716779853),2,10,3,292
8076,SB 1 ST SW @ 13 AV SW ns,ACTIVE,POINT (-114.06594354184 51.0406845418523),1,5,14,260
4611,WB 8 AV NE @ Russet RD,ACTIVE,POINT (-114.041357655592 51.0596830475908),4,11,10,171
5125,EB Riverglen DR @ Riverglen WY SE,INACTIVE,POINT (-114.011852156532 50.9763665524865),3,8,10,19
9185,SB Crowchild TR @ 54 AV SW,ACTIVE,POINT (-114.118220739741 51.0053854576617),1,2,8,42
4804,NB Macleod TR @ 45 AV SW,ACTIVE,POINT (-114.065402412466 51.0132913127234),1,11,10,124
6293,NB McCall WY @ Pegasus RD NE,ACTIVE,POINT (-114.011408945426 51.0944955384669),4,1,11,86
6913,WB Bow TR @ 40 ST SW,ACTIVE,POINT (-114.144631883443 51.0463598348966),1,2,14,170
5516,EB 9 AV SW @ 8 ST SW,ACTIVE,POINT (-114.08091755893 51.0450364521125),1,2,14,262
8023,NB @ Health Sciences Centre,ACTIVE,POINT (-114.132337764416 51.0663508019231),2,7,7,154
7740,EB 58 AV SW @ 3 ST SW,ACTIVE,POINT (-114.069096546731 51.0012949178973),1,11,10,160
4743,WB Somerset DR @ Somercrest GD SW,ACTIVE,POINT (-114.08699914713 50.9011792628481),1,6,5,55
4379,SB Madigan DR @ Maitland DR NE,ACTIVE,POINT (-113.940604232571 51.0609189685827),4,3,12,33
9207,NB Somerset DR @ Somerside  CL SW,ACTIVE,POINT (-114.090064031684 50.8992498674795),1,6,5,55
7863,NB 52 ST SE @ S. of Memorial DR,ACTIVE,POINT (-113.955029819696 51.051437387147),3,11,12,30
