TELERIDE_NUMBER,STOP_NAME,STATUS,point,City Quadrants,Ward Boundaries 2017,Ward Boundaries,Calgary Communities
8208,SB 44 ST SE @ 61 AV SE,ACTIVE,POINT (-113.970213707013 50.9985454547257),3,11,10,159
9560,EB McKenzie Towne DR @ Elgin ST SE,ACTIVE,POINT (-113.966516869049 50.9061679852644),3,8,4,46
8628,WB Springbank BV @ 69 ST SW,ACTIVE,POINT (-114.192269355598 51.0179312605672),1,14,1,289
6226,WB Marbank DR @ Marlyn WY NE,ACTIVE,POINT (-113.977168957859 51.0631934019886),4,3,12,77
6714,EB 26 AV NE @ Rundlehill DR West leg,ACTIVE,POINT (-113.969559960869 51.0780538934133),4,3,9,34
6326,WB 6 AV SW @ E. of 1 ST SW,INACTIVE,POINT (-114.065199709582 51.0475964194527),1,7,7,262
9930,WB Pegasus RD @ W. Leg Pegasus WY (proposed),INACTIVE,POINT (-114.010288022885 51.0941574301871),4,1,11,82
4087,NB 42 ST SE @ 104 AV SE,INACTIVE,POINT (-113.973879322195 50.9601863692936),3,8,4,79
4299,NB Springborough BV @ Springborough GR SW,ACTIVE,POINT (-114.192938055312 51.0330584515655),1,14,1,289
3503,NB 52 ST SE @ Mahogany GA,INACTIVE,POINT (-113.944614200319 50.9001649969033),3,8,4,95
5285,SB 1 ST SE@ 12 AV SE,ACTIVE,POINT (-114.061008827277 51.0410380768412),3,5,14,260
4203,SB Macleod TR @ Hull AV SW,ACTIVE,POINT (-114.071808821629 50.9751867730723),1,5,8,195
5032,SB 4 ST NW @ 36 AV NW,ACTIVE,POINT (-114.071686103914 51.0848144854849),2,4,7,123
7921,EB 17 AV SW @ 10 ST SW,ACTIVE,POINT (-114.08618608786 51.0377112850503),1,2,14,16
8787,WB 33 AV SW @ 19 ST SW,ACTIVE,POINT (-114.107566932074 51.0240489778711),1,2,14,207
5390,WB 23 AV SE@ 8 ST SE,ACTIVE,POINT (-114.041417053373 51.0330145651455),3,11,10,132
9590,WB Country Hills DR @ Country Hills RI NW,ACTIVE,POINT (-114.067673811263 51.1508976495752),2,12,2,172
3686,NB Hamptons BV @ Hamptons TC NW,ACTIVE,POINT (-114.147427756077 51.1439163454266),2,10,3,286
3765,Sarcee Road Station (WB),ACTIVE,POINT (-114.13941805692 51.0125773245461),1,2,8,183
9545,NB Saddlebrook DR @ Saddlebrook CI NE,ACTIVE,POINT (-113.931019009293 51.1342192665578),4,1,11,2
7467,NB Laguna WY @ 43 AV NE,ACTIVE,POINT (-113.933205632931 51.0920638061041),4,3,9,161
4995,EB 9 AV SE@ 4 ST SE,INACTIVE,POINT (-114.052823525686 51.044114924921),3,7,7,65
5407,NB University DR @ 24 AV NW,ACTIVE,POINT (-114.128365559792 51.0747082866231),2,7,13,287
6604,SB Brisebois DR @ Northmount DR NW,ACTIVE,POINT (-114.129271361632 51.0928189856947),2,4,7,50
9993,Anderson Garage,ACTIVE,POINT (-114.075448290491 50.9514656285568),1,5,8,7
4036,EB 24 AV NW @ Upper PL,ACTIVE,POINT (-114.131982763747 51.0741675242062),2,7,13,274
7734,SB Centre ST S @ 58 AV S,ACTIVE,POINT (-114.063929398398 51.0009491952334),1,11,10,160
5021,SB 4 ST NW @ 34 AV NW,ACTIVE,POINT (-114.071655317317 51.0830417297526),2,4,7,123
9189,WB @ Fish Creek-Lacombe Station,ACTIVE,POINT (-114.074451949494 50.9243243120629),1,6,5,32
5296,EB 26 AV NE@ 32 ST NE,INACTIVE,POINT (-113.987911698307 51.0777910064708),4,3,9,83
7748,NB 11 ST SE @ S. of Highfield CR,ACTIVE,POINT (-114.037201529423 51.0094307978601),3,11,10,75
3386,WB Hidden Valley DR @ W. Leg Hidden Ranch TC NW,ACTIVE,POINT (-114.125636679083 51.1501806143209),2,12,2,25
9766,EB Panamount BV @ Panamount ST NW,ACTIVE,POINT (-114.085943700802 51.1566435172666),2,12,11,235
2152,Tuscany Station - Tuscany Terminal,ACTIVE,POINT (-114.235998020399 51.1336968657407),2,9,13,158
5671,EB 14 ST SW @ Ramp To 9 AV SW,INACTIVE,POINT (-114.094141783082 51.0459959047809),1,2,14,45
9296,EB Shawville GA @ 6 ST SW,INACTIVE,POINT (-114.071390407282 50.8978470582493),1,6,5,55
9311,WB Woodpark BV @ Woodacres DR SW,ACTIVE,POINT (-114.122285534926 50.9361855040734),1,6,5,43
9809,44th Street SE Station (EB),ACTIVE,POINT (-113.969292704119 51.0377347517736),3,11,12,85
2204,EB Walden DR SE @ Walden Heights SE,ACTIVE,POINT (-114.032462137621 50.868065270167),3,13,6,135
3920,SB Silverado BV @ Silverado Ranch WY SW,ACTIVE,POINT (-114.087248470653 50.8851113600869),1,6,6,134
4124,NB Saddletowne CI @ 80 AV NE,ACTIVE,POINT (-113.944267935514 51.1257342937153),4,1,11,2
9435,NB University DR @ McMahon Stadium,INACTIVE,POINT (-114.125219425132 51.0711049506794),2,7,13,287
5204,NB Elbow DR @ Canyon Meadows DR SW,ACTIVE,POINT (-114.085217284173 50.9401550945621),1,6,5,283
5717,WB Erin Woods DR @ Erin Meadows GR SE,ACTIVE,POINT (-113.964236033612 51.0191328741814),3,11,12,35
2105,WB 6 AV SW @ 1 ST SW,INACTIVE,POINT (-114.06503125351 51.0475975827685),1,7,7,262
2337,SB 68 ST NE @ 4 AV NE,ACTIVE,POINT (-113.935421549538 51.0555362341564),4,3,12,33
8152,SB 52 ST NE @ S. of 32 AV NE,INACTIVE,POINT (-113.958568111582 51.0788745746646),4,3,9,34
8201,WB 61 AV SE @ 44 ST SE,INACTIVE,POINT (-113.970877073293 50.9990843874166),3,11,10,159
5893,NB 37 ST SW @ 30 AV SW,ACTIVE,POINT (-114.141000006953 51.027256011106),1,2,14,182
5072,SB 52 ST SE @ 14 AV SE,ACTIVE,POINT (-113.958526135027 51.0405545054288),3,11,12,85
7425,WB 20 AV NW @ 18 ST NW,ACTIVE,POINT (-114.105120676356 51.0705995535739),2,7,7,153
5585,SB Carleton ST @ Premier WY SW,ACTIVE,POINT (-114.09044389545 51.0257733206079),1,2,14,271
2481,SB 18 ST @ 66 AV SE,ACTIVE,POINT (-114.015868348678 50.9937155166789),3,11,10,28
3669,WB 48 AV NE @ Hopewell WY (proposed),INACTIVE,POINT (-113.999118349252 51.0962429971307),4,1,11,71
9699,WB Panatella BV @ Panatella CL NW,ACTIVE,POINT (-114.077020438664 51.1641202000379),2,12,11,235
8581,SB Citadel WY @ Citadel Acres CL NW,ACTIVE,POINT (-114.195340220248 51.1452792207037),2,10,3,247
3804,SB 11 ST SE @ 19 AV SE,ACTIVE,POINT (-114.036935653565 51.0363999677428),3,11,10,132
4695,NB 8 ST NE @ 72 AV NE,ACTIVE,POINT (-114.044251206847 51.118178082381),4,1,11,111
6636,EB 14 AV NW @ 14 ST NW,INACTIVE,POINT (-114.097289009462 51.0643426797418),2,7,7,152
8523,SB Rocky Ridge RD @ Royal Oak WY NW,ACTIVE,POINT (-114.234494766218 51.1483439354139),2,9,13,193
5453,NB 14 ST NW @ 14 AV NW,ACTIVE,POINT (-114.093935533227 51.0640973814809),2,7,7,40
5654,WB Bow TR @ 29 ST SW,INACTIVE,POINT (-114.129952282699 51.0416914880066),1,2,14,198
7295,NB Edmonton TR @ 38 AV NE,ACTIVE,POINT (-114.051567719864 51.0876724956901),4,4,2,239
9403,SB 19 ST NW @ 16 AV NW,INACTIVE,POINT (-114.106420768455 51.0664671751728),2,7,7,152
4563,EB Falconridge DR @ Falconridge CR NE,ACTIVE,POINT (-113.951987775753 51.0985910809837),4,1,9,56
7731,WB 77 AV SE @ 5 ST SE,INACTIVE,POINT (-114.049992826036 50.9844698380901),3,11,10,76
9119,SB Woodbine BV @ N. Leg Wood Valley DR SW,ACTIVE,POINT (-114.133279243446 50.9410938882948),1,6,5,43
3855,EB 17 AV SW @ 85 ST SW,ACTIVE,POINT (-114.210483397211 51.0378143198275),1,14,1,289
8730,SB Elbow DR @ 49 AV SW,ACTIVE,POINT (-114.081558415126 51.0091988346336),1,5,8,279
5321,EB 26 AV SW@ 22 ST SW,ACTIVE,POINT (-114.113792147849 51.030364487106),1,2,14,181
4431,SB 9 ST SE @ N. of 42 AV SE,ACTIVE,POINT (-114.040774924785 51.0180216823187),3,11,10,75
3646,WB 112 AV NW @ 110 AV NW,ACTIVE,POINT (-114.190723843575 51.154254662242),2,10,3,204
3403,NB 63 ST NW @ S. of 32 AV NW,INACTIVE,POINT (-114.180720585478 51.0812868945863),2,9,13,149
2540,WB Cornerstone AV @ Cornerstone BV NE,ACTIVE,POINT (-113.938703339077 51.1611539880494),4,1,11,11
6223,NB Madigan DR @ 4 AV NE,INACTIVE,POINT (-113.941695838603 51.0560542286627),4,3,12,33
3914,EB Quarry Park BV @ 18 ST SE,ACTIVE,POINT (-114.010513774951 50.963314604893),3,8,4,268
6282,WB Woodview DR @ 24 ST SW,ACTIVE,POINT (-114.118812487619 50.9413582362801),1,6,5,43
5513,SB 14 ST NW @ Kensington RD,ACTIVE,POINT (-114.09486901669 51.0521574764476),2,7,7,40
3726,SB Sierra Morena BV @ S Morena CL SW,ACTIVE,POINT (-114.176276841624 51.0145233608796),1,14,1,278
4818,SB Fairmount DR @ 94 AV SE,ACTIVE,POINT (-114.059239005563 50.9682783111333),3,5,10,174
5161,SB Beddington BV @ Berkshire BV NW,ACTIVE,POINT (-114.088535976346 51.1330159647753),2,4,2,273
7674,NB Douglas Woods DR @ Douglas Woods GV SE,ACTIVE,POINT (-113.989434864073 50.9425354808803),3,13,4,268
8998,EB Norfolk DR @ Thornaby CR NW,ACTIVE,POINT (-114.077666644488 51.1084137442931),2,4,2,192
7585,EB 9 AV SE @ Macleod TR,ACTIVE,POINT (-114.057403295341 51.0443473530423),3,7,7,262
7573,NB University DR @ 24 AV NW,ACTIVE,POINT (-114.128365003458 51.074717267704),2,7,13,287
9332,NB Bonaventure DR @ 129 AV SE,ACTIVE,POINT (-114.064455789835 50.9370620522189),3,13,6,267
8082,EB 8 AV SW @ 8 ST SW,ACTIVE,POINT (-114.080360734402 51.0459490037281),1,2,14,262
3941,WB  New Brighton DR @ New Brighton GD SE,ACTIVE,POINT (-113.952372751884 50.9162247871197),3,8,4,139
9088,SB Deer Ridge DR @ Deermont WY SE,ACTIVE,POINT (-114.016177211582 50.9291360695172),3,13,6,151
7798,EB New Brighton DR @ 52 ST SE,ACTIVE,POINT (-113.957159168999 50.9252999791852),3,8,4,139
7461,WB 6 AV SE @ Macleod TR,INACTIVE,POINT (-114.057466678148 51.0473982246644),3,7,7,262
2127,EB Cranston DR @ Cranridge TC SE,ACTIVE,POINT (-113.981264792122 50.8819783591141),3,8,4,294
4584,SB Centre ST S @ 5 AV S,ACTIVE,POINT (-114.063003663319 51.0478434381162),1,7,7,262
4139,EB Tuscany Ravine RD @ Tuscany Ravine VW NW,ACTIVE,POINT (-114.239097202272 51.1131672750416),2,9,13,158
9317,NB Bonaventure DR @ 135 AV SE,ACTIVE,POINT (-114.063350985299 50.9322309072261),3,13,6,267
5182,SB Penbrooke DR @ Penbrooke Terminal SE,INACTIVE,POINT (-113.941540163748 51.0519214001961),3,11,12,30
4669,WB 9 AV SE @ 20 ST SE,ACTIVE,POINT (-114.018365888423 51.0347669115661),3,11,10,54
2406,EB Cityscape DR @ Cityscape PS NE,ACTIVE,POINT (-113.961721180794 51.1522406763055),4,1,11,176
8485,WB Signall Hill DR @ Sienna Park DR SW,ACTIVE,POINT (-114.180207280144 51.0270580701988),1,14,1,278
5705,SB Russet RD @ Regal CR NE,ACTIVE,POINT (-114.042689989592 51.0629639576863),4,11,10,171
7995,WB Sun Valley BV @ Sun Valley DR SE,ACTIVE,POINT (-114.027752600168 50.9040833173472),3,13,6,52
8518,EB Bridlewood RD @ Bridlewood ST SW,ACTIVE,POINT (-114.103898742785 50.9020857757465),1,6,5,138
9554,SB Saddlemont BV @ Saddlehorn DR NE,ACTIVE,POINT (-113.94177405639 51.1283657514014),4,1,11,2
5108,Sunnyside LRT Station (SB 9A ST NW @ 4 AV NW),ACTIVE,POINT (-114.08467762579 51.0562750109921),2,7,7,62
4217,SB Bonaventure DR @ 99 AV SE,ACTIVE,POINT (-114.068934812952 50.9602198462822),3,5,6,89
6973,SB Coral Springs BV @ Coral Shores DR NE,ACTIVE,POINT (-113.925648926707 51.103693693324),4,3,9,293
9773,WB Cranston AV @ Cranberry RD SE,ACTIVE,POINT (-113.977052611134 50.8795484875014),3,8,4,294
5093,NB 4 ST NW @ Highland PL,ACTIVE,POINT (-114.071344762614 51.0951859688354),2,4,2,259
8674,NB 29 ST SE @ 114 AV SE,ACTIVE,POINT (-113.995321654278 50.9512595768253),3,8,4,162
5468,WB 96 AV NE @ Harvest Hills LI,ACTIVE,POINT (-114.055377418564 51.1411727275549),4,12,11,27
5144,NB 8 ST SW @ 7 AV SW,ACTIVE,POINT (-114.081076443443 51.0467071730566),1,2,14,262
4337,WB 26 AV NE @ Rundleson RD,ACTIVE,POINT (-113.978634297429 51.0779471692532),4,3,9,34
4442,NB Kincora DR @ Kincora LD NW,ACTIVE,POINT (-114.126309386361 51.1575799813259),2,10,3,220
9120,SB Woodbine BV @ S. Leg Wood Valley DR SW,ACTIVE,POINT (-114.132560437314 50.9384317243132),1,6,5,43
8184,NB 44 ST SE @ 72 AV SE,ACTIVE,POINT (-113.970041094212 50.9900405880182),3,11,10,159
4955,SB 30 ST SE @ N. of 64 AV SE,INACTIVE,POINT (-113.98552700023 50.9960724819535),3,11,10,159
6370,SB 37 ST SW @ 26 AV SW,ACTIVE,POINT (-114.141319043995 51.0297193999844),1,14,1,298
9430,4th Street NW Station (WB),ACTIVE,POINT (-114.072862747048 51.0670665555711),2,7,7,17
3702,EB St Moritz DR @ Val Gardena PL SW,ACTIVE,POINT (-114.214483043932 51.0322611409772),1,14,1,289
8114,NB 36 ST SE @ 19 AV SE,ACTIVE,POINT (-113.981404080583 51.0367226134575),3,11,12,85
4914,NB 30 ST SE @ Glenmore TR,INACTIVE,POINT (-113.990456499067 50.9804762645427),3,11,10,159
9192,WB James McKevitt RD @ Evergreen ST SW,ACTIVE,POINT (-114.095522232286 50.921468627957),1,6,5,39
3956,SB 53 ST NW @ N.Leg Dalhousie DR,ACTIVE,POINT (-114.156770794293 51.1132348061339),2,4,7,38
7957,WB Bonaventure DR @  Southcentre Mall (WB),ACTIVE,POINT (-114.066084421847 50.9543734339334),3,5,6,89
9352,SB Cougar Ridge DR @ Cougarstone PL SW,ACTIVE,POINT (-114.216924299275 51.0678203027277),1,14,1,128
3502,SB 52 ST SE @ Auburn Bay DR,ACTIVE,POINT (-113.944472003828 50.8988830445276),3,8,4,95
6502,NB Douglasdale BV @ Douglasbank DR SE,ACTIVE,POINT (-114.004717048832 50.944889716789),3,13,4,268
6581,SB Home RD @ 16 AV NW,ACTIVE,POINT (-114.164530264373 51.0733250952179),2,7,13,24
3561,WB Old Banff Coach RD @ West Springs GA SW,ACTIVE,POINT (-114.189181795789 51.0657843170742),1,14,1,128
5578,EB 26 AV SW @ 4 ST SW,INACTIVE,POINT (-114.070903470624 51.0296203045502),1,5,14,297
8119,NB 18 ST SE @ Lytton CR (N. Leg),ACTIVE,POINT (-114.015324322239 50.9888685706229),3,11,10,28
9650,NB Westwinds DR @ N.OF 54 AV NE,ACTIVE,POINT (-113.9758021284 51.1053715844549),4,1,9,80
7938,WB 17 AV SW @ 10 ST SW,ACTIVE,POINT (-114.087129748161 51.037905730927),1,2,14,260
4794,SB Cranston BV @ Cranleigh DR SE,ACTIVE,POINT (-113.986593428391 50.8931325924142),3,8,4,294
7835,WB 11 AV SE @ 3 ST SE,INACTIVE,POINT (-114.056251613742 51.0422584909666),3,5,14,260
5508,SB 14 ST NW @ 16 AV NW,ACTIVE,POINT (-114.095331354373 51.065742176886),2,7,7,152
6166,SB Sunpark DR@ Sunpark PZ SE,ACTIVE,POINT (-114.055348947779 50.9038836885323),3,13,6,52
2871,SB 4A ST @ Kingsmere CR SW,INACTIVE,POINT (-114.074245896768 50.9894455255478),1,5,8,120
3787,EB 10 AV SW @ 16 ST SW,INACTIVE,POINT (-114.098974875213 51.0442361456437),1,2,14,136
5293,NB 31 ST NW@ 32 AV NW,ACTIVE,POINT (-114.129296833936 51.0821725360112),2,9,13,269
3413,SB 6 Street SW @ Canterbury Dr SW,ACTIVE,POINT (-114.076228829862 50.9375600362292),1,6,5,283
3988,WB Varsity DR @ 37 ST NW,ACTIVE,POINT (-114.141710179781 51.0891483177304),2,9,13,269
5224,NB 10 ST NW @ Kensington RD,ACTIVE,POINT (-114.085768748192 51.0529921373553),2,7,7,62
7959,WB Martindale BV @ Martinwood WY NE,ACTIVE,POINT (-113.950358661427 51.1142178998544),4,1,9,180
3809,WB Coventry Hills WY @ Coventry DR NE,ACTIVE,POINT (-114.043627748356 51.1655110639438),4,12,11,251
9673,WB Richardson WY @ Richard RD SW,INACTIVE,POINT (-114.1227798875 51.0126173261568),1,2,8,199
2285,NB 84 ST SE @ 17 AV SE,INACTIVE,POINT (-113.913011939842 51.0443883683214),3,11,12,179
9137,NB 24 ST SE @ S. of 114 AV SE,ACTIVE,POINT (-114.001799723712 50.9521638016075),3,8,4,162
9745,EB Auburn Bay BV @ Auburn Bay GT SE,ACTIVE,POINT (-113.960230235079 50.8845560666143),3,8,4,95
4188,WB Palliser DR @ 29 ST SW,ACTIVE,POINT (-114.13034764367 50.9704171411731),1,5,8,217
4271,NB 9 ST NE @ McDougall RD,ACTIVE,POINT (-114.040291891899 51.0506611147703),4,11,10,137
5363,EB 33 AV SW@ 17 ST SW,ACTIVE,POINT (-114.101497756196 51.0239434473779),1,2,14,207
8384,WB Erin Woods DR @ Erin Green WY SE,ACTIVE,POINT (-113.969345224767 51.0168909117717),3,11,12,35
3602,NB 52 ST SE @ Mahogany GA,ACTIVE,POINT (-113.944118148008 50.8992470779833),3,8,4,116
9371,SB 69 ST SW @ Springbank BV,ACTIVE,POINT (-114.192086583198 51.0171803035288),1,14,1,289
5853,NB Ogden RD @ Glenmore TR SE,ACTIVE,POINT (-113.99864092953 50.9815415490548),3,11,10,28
4829,NB Fairmount DR @ 83 AV SE,ACTIVE,POINT (-114.059803835147 50.9785018543047),3,5,10,174
8224,EB Shannon DR @ Shawinigan DR SW,ACTIVE,POINT (-114.088331944904 50.9087683542146),1,6,5,115
3514,WB Copperpond BV @ Copperpond GA SE,ACTIVE,POINT (-113.924728848938 50.9247410586498),3,8,4,96
8894,EB Royal Oak DR @  Royal TC NW,ACTIVE,POINT (-114.230376528941 51.1385503395299),2,9,3,252
9481,NB McCall WY @ McCall LD NE,ACTIVE,POINT (-114.004118173817 51.0986263602544),4,1,11,86
7243,SB Arbour Lake WY @ Arbour Lake DR NW,ACTIVE,POINT (-114.192130730125 51.1347864388541),2,10,3,244
8389,EB Erin Woods DR @ Erin Woods TC SE,ACTIVE,POINT (-113.963066771861 51.0252371213959),3,11,12,35
7114,NB Silver Springs DR @ Silver Springs WY NW,ACTIVE,POINT (-114.183104038006 51.1092853543956),2,9,13,147
4386,SB Acadia DR @ 97 AV SE,ACTIVE,POINT (-114.048513639483 50.9657857972453),3,5,10,174
9031,WB 6 AV SW @ W. of 7 ST SW,INACTIVE,POINT (-114.080169820742 51.0480760147373),1,2,14,262
9013,EB 78 AV NE @ Huntington RD,ACTIVE,POINT (-114.059830930721 51.1212965960805),4,4,2,261
6660,NB Centre ST N @ 38 AV N,ACTIVE,POINT (-114.062347132344 51.0875033261052),4,4,2,259
8259,WB Evanston DR @ Evanston HL NW,ACTIVE,POINT (-114.111709088714 51.1798129310097),2,10,3,237
8966,SB 10 ST NW @ 23 AV NW,ACTIVE,POINT (-114.084732853397 51.0728808689289),2,7,7,63
9526,SB 57 ST SE @ 61 AV SE,INACTIVE,POINT (-113.947011904332 50.9985966710879),3,11,10,14
4882,NB 4 ST NW @ Blackthorn RD,ACTIVE,POINT (-114.071343843115 51.1076257859),2,4,2,192
2471,EB 34 Ave @ 69 St SW,ACTIVE,POINT (-114.186798306193 51.023172121324),1,14,1,278
6430,EB 90 AV SW @ 16 ST SW,ACTIVE,POINT (-114.098585255266 50.9721504578889),1,5,8,127
7989,WB 67 AV SW @ 5 ST SW,INACTIVE,POINT (-114.076941053088 50.9932972184502),1,5,8,120
3617,NB 52 ST SE @ New Brighton DR,ACTIVE,POINT (-113.957872847512 50.9262495959552),3,8,4,139
6549,NB Sarcee RD @ 34 AV SW,ACTIVE,POINT (-114.129390784139 51.0230854239697),1,2,8,183
6826,10 Street West Station,INACTIVE,POINT (-114.085366031624 51.0471354295783),1,2,14,45
5902,NB 36 ST E @ Memorial DR E,ACTIVE,POINT (-113.981300301194 51.0538914640969),4,3,12,77
4807,SB Macleod TR @  53 AV SW,ACTIVE,POINT (-114.070260479993 51.005218942211),1,5,8,144
5112,WB 6 AV SE @ 4 ST SE,INACTIVE,POINT (-114.054018369721 51.0472528177595),3,7,7,65
7103,SB Northland DR @ N. of Northmount DR NW,ACTIVE,POINT (-114.141583761598 51.0983738010541),2,4,7,50
3758,WB Heritage DR @ Churchill DR SW,ACTIVE,POINT (-114.092574456408 50.979677155212),1,5,8,59
6417,SB Acadia DR @ Willowfern DR SE,ACTIVE,POINT (-114.041022457911 50.9547840724149),3,5,6,89
3919,SB Silverado Ridge LI @ Silverado BV SW,ACTIVE,POINT (-114.08562426704 50.8865279860079),1,6,6,134
9247,SB Rocky Ridge BV @ Rockywood CI NW,ACTIVE,POINT (-114.249059663765 51.152069565782),2,9,13,193
2229,SB Legacy VW SE @ Legacy Legacy CI SE,ACTIVE,POINT (-114.009348355729 50.8601482285191),3,13,6,99
2843,NB 52 ST SE @  Prestwick AV,ACTIVE,POINT (-113.957954993735 50.9223747995514),3,8,4,139
7568,NB 32 ST NE @ Sunridge BV NE,ACTIVE,POINT (-113.988539752623 51.0764759422755),4,3,9,83
9559,WB Saddlemont BV @ Saddlelake GR NE,ACTIVE,POINT (-113.931348019977 51.1297771653198),4,1,11,2
5674,EB 12 AV NE @ Edmonton TR,ACTIVE,POINT (-114.055376207973 51.0632485192326),4,11,10,171
7783,WB Signature WY @  E. Leg Signature CO SW,INACTIVE,POINT (-114.174970721772 51.0352965987956),1,14,1,278
2401,NB Aspen Stone BV @ 17 AV SW,ACTIVE,POINT (-114.216604687449 51.0384155069803),1,14,1,48
8318,NB Douglasdale BV @ 130 AV SE,ACTIVE,POINT (-113.98347555822 50.9327657448682),3,13,4,268
3729,NB Sierra Morena BV @ Sierra Morena PA SW,ACTIVE,POINT (-114.185563635637 51.0149274817967),1,14,1,278
2313,NB 68 ST NE @ 4 AV SE,ACTIVE,POINT (-113.934860971049 51.0559415932309),4,3,12,94
5031,NB Riverbend DR @ Riverside CR SE,ACTIVE,POINT (-114.024078304319 50.9807986612741),3,8,10,19
9447,SB Sunridge WY @ 23 AV NE,ACTIVE,POINT (-113.998607659951 51.0713830773402),4,3,9,83
6696,NB Crowfoot GA @ Crowfoot CR NW,ACTIVE,POINT (-114.200108972123 51.1293382575009),2,10,3,244
2132,WB New Brighton DR @ BrightonCrest PT SE,ACTIVE,POINT (-113.938641119615 50.9234824214296),3,8,4,139
5984,SB Collegiate BV @ 32 AV NW,INACTIVE,POINT (-114.137768276541 51.0810554886377),2,7,13,287
8719,WB 61 AV SE @ 57 ST SE,INACTIVE,POINT (-113.947480559352 50.9991009625381),3,11,10,14
3856,Westbrook LRT Station WB,ACTIVE,POINT (-114.136090443313 51.0407403219453),1,2,14,281
5540,SB Berkley DR @ Berkshire BV NW,ACTIVE,POINT (-114.099852900457 51.1315074204051),2,4,2,273
5759,Rockyview Hospital SB,ACTIVE,POINT (-114.096171496863 50.9895945434108),1,5,8,58
2798,Castleridge Boulevard Station (SB),ACTIVE,POINT (-113.958594521896 51.0991410696606),4,1,9,80
4518,SB Panatella BV @ Hidden Creek BV NW,ACTIVE,POINT (-114.099076483756 51.1652201548901),2,12,11,235
5335,SB 14 ST SW@ 30 AV SW,ACTIVE,POINT (-114.0947912725 51.02650221674),1,2,14,207
4987,EB Country Hills BV @ Nose Hill DR NW,INACTIVE,POINT (-114.1811234201 51.1406377792957),2,10,3,248
3743,NB 84 ST SE @ 17 AV SE,ACTIVE,POINT (-113.908306014688 51.0410040098532),3,11,12,179
5495,EB Northmount DR @ Brisebois DR NW,ACTIVE,POINT (-114.128443623526 51.0928076373881),2,4,7,50
4178,WB Coach Hill RD @ Coach Bluff CR SW,ACTIVE,POINT (-114.185926036815 51.0560150556716),1,14,1,189
7659,NB Catalina BV @ 26 AV NE,ACTIVE,POINT (-113.931325761978 51.0764529373714),4,3,9,161
5376,WB Beddington BV @ Huntington RD NE,ACTIVE,POINT (-114.059780224588 51.1252440451005),4,4,2,273
4765,NB Shawnee DR @ S. of Shawnee GD SW,ACTIVE,POINT (-114.090674260529 50.928687752886),1,6,5,32
6106,SB Chaparral DR @ Chapalina WY SE,ACTIVE,POINT (-114.046195400842 50.8866875065823),3,13,6,130
6053,WB Rundlehorn DR @ 62 ST NE,ACTIVE,POINT (-113.943808364639 51.0709964026359),4,3,9,36
2306,SB 2A ST SE @ N. of 25 AV SE,ACTIVE,POINT (-114.05843153692 51.0325593351277),3,11,10,160
8592,WB Arbour Crest DR @ Arbour Crest TC NW,ACTIVE,POINT (-114.206719955672 51.138221186169),2,10,3,244
4220,EB Braeside DR @ Brookpark DR SW,ACTIVE,POINT (-114.108657178912 50.9540417687698),1,5,8,23
6449,NB Macleod TR @ 90 AV SE,ACTIVE,POINT (-114.071268549026 50.9724756260875),3,5,10,174
9944,SB Ogden RD @34 AV SE,ACTIVE,POINT (-114.031002121976 51.0225499036983),3,11,10,98
6068,SB Edenwold DR @ Edendale WY NW,ACTIVE,POINT (-114.145185662599 51.1242946136584),2,4,2,272
8843,WB Bowness RD @  Point DR NW,ACTIVE,POINT (-114.146604564515 51.0625446344146),2,7,7,91
8468,SB Country Village LI @ Country Village WY NE,ACTIVE,POINT (-114.067845131485 51.1574411446072),4,12,11,264
5885,NB Radisson DR @ 17 AV SE,ACTIVE,POINT (-113.986499219637 51.0382304637362),3,11,12,121
7444,NB Patterson BV @ Patterson HILL SW,ACTIVE,POINT (-114.178695164644 51.0606491734906),1,14,1,275
5278,SB Edmonton TR @  6 AV NE,INACTIVE,POINT (-114.054442614755 51.0581698445533),4,7,7,266
4844,SB Old Banff Coach RD @ Coach Hill RD SW,ACTIVE,POINT (-114.184612687428 51.0623696298075),1,14,1,189
7045,NB McKenzie Lake WY @ McKenzie DR SE,ACTIVE,POINT (-113.981580655445 50.9070804708537),3,13,4,296
2232,NB 110 AV NW @ 112 AV NW,INACTIVE,POINT (-114.190525971285 51.1537686971358),2,9,3,157
2000,SB 9 ST SW @ 7 AV SW (temp),INACTIVE,POINT (-114.08373833271 51.0469238912233),1,2,14,45
4469,EB Dover Ridge DR @ Doverview DR SE,ACTIVE,POINT (-113.9845926705 51.0210186823176),3,11,10,196
4107,EB 32 AV NW @ 37 ST NW,ACTIVE,POINT (-114.140577562394 51.0813491574658),2,7,13,287
8560,SB Heritage CTrain Station,ACTIVE,POINT (-114.073813801129 50.9793486538014),1,5,8,195
7695,WB Hidden Valley DR @ Hidden Ranch BV NW,ACTIVE,POINT (-114.119498824034 51.1468255942488),2,12,2,25
5710,NB 19 ST NE @ Milne DR,ACTIVE,POINT (-114.013227895954 51.0607390390626),4,3,12,140
5133,EB 17 AV SW @ 37 ST SW,ACTIVE,POINT (-114.140526011946 51.0377323261297),1,2,14,182
3993,NB Crestmount  DR @ Crestmount WY SW,ACTIVE,POINT (-114.26303303053 51.0841384294818),1,9,13,31
8410,EB Hidden Valley DR @ Hidden Ranch TC NW,ACTIVE,POINT (-114.124924877636 51.150404163827),2,12,2,25
